level_0,index,Participant,State,Activity,Minute,MET (Google Fit),Datetime,Watch Intensity,MET (Ainsworth),MET (Freedson),MET (VM3),model_classification,scaled_intensity,estimation
318,318,P422,lab,running,3,11.230635722079807,2020-02-04 11:58:00,10.818150089362684,6.0,6.623203,6.634554808270607,1,5.556693242712162,5.556693242712162
319,319,P422,lab,running,4,11.230635722079807,2020-02-04 11:59:00,10.555070294459307,6.0,6.143023,6.089951165869775,1,5.453177394252965,5.453177394252965
320,320,P422,lab,running,5,11.230635722079807,2020-02-04 12:00:00,11.6363880374102,6.0,6.2431930000000015,6.233277419711019,1,5.878651055796052,5.878651055796052
321,321,P422,lab,breathing,1,0.39063080772451503,2020-02-04 12:03:00,1.0438768719385885,1.0,1.439008,0.668876,1,1.7107415399397798,1.7107415399397798
322,322,P422,lab,breathing,2,0.39063080772451503,2020-02-04 12:04:00,4.383215101070509,1.0,1.439008,0.668876,1,3.0246943283239216,3.0246943283239216
323,323,P422,lab,breathing,3,0.39063080772451503,2020-02-04 12:05:00,6.4277675416863005,1.0,1.439008,0.668876,1,3.8291786890001,3.8291786890001
324,324,P422,lab,breathing,4,0.39063080772451503,2020-02-04 12:06:00,3.702241444000729,1.0,1.439008,0.668876,1,2.7567468566610756,2.7567468566610756
325,325,P422,lab,breathing,5,0.39063080772451503,2020-02-04 12:07:00,6.90531544844576,1.0,1.577338,1.4446169985098118,0,4.0170828067080935,1.5
326,326,P422,lab,lie down,1,1.3672078270358023,2020-02-04 12:09:00,0.8725318860961138,1.3,1.439008,0.668876,-1,1.6433212289454406,1.6433212289454406
327,327,P422,lab,lie down,2,1.3672078270358023,2020-02-04 12:10:00,6.5201962505651725,1.3,1.439008,0.668876,1,3.865547260083632,3.865547260083632
328,328,P422,lab,lie down,3,1.3672078270358023,2020-02-04 12:11:00,5.14292691671836,1.3,1.439008,0.668876,0,3.3236234544095904,1.5
329,329,P422,lab,lie down,4,1.3672078270358023,2020-02-04 12:12:00,6.423291564318621,1.3,1.439008,0.668876,0,3.8274174948533983,1.5
330,330,P422,lab,lie down,5,1.3672078270358023,2020-02-04 12:13:00,2.2318805397506307,1.3,1.439008,0.668876,0,2.1781936591394593,1.5
331,331,P422,lab,breathing,1,0.7812616154490301,2020-02-04 12:15:00,3.3483463273050047,1.0,1.439008,0.668876,0,2.6174972678289907,1.5
332,332,P422,lab,breathing,2,0.7812616154490301,2020-02-04 12:16:00,2.2778712614349352,1.0,1.439008,0.668876,0,2.1962899503356343,1.5
333,333,P422,lab,breathing,3,0.7812616154490301,2020-02-04 12:17:00,2.765425118578376,1.0,1.439008,0.668876,1,2.388131179382864,2.388131179382864
334,334,P422,lab,breathing,4,0.7812616154490301,2020-02-04 12:18:00,0.6562725278298566,1.0,1.439008,0.668876,0,1.5582281454329086,1.5
335,335,P422,lab,breathing,5,0.7812616154490301,2020-02-04 12:19:00,2.6683963636233883,1.0,1.439008,0.668876,0,2.34995259596944,1.5
336,336,P422,lab,stairs,1,2.832073356002734,2020-02-04 12:22:00,5.882916913128866,8.0,3.642748000000001,4.6492864758198,1,3.614792498227207,3.614792498227207
337,337,P422,lab,stairs,2,2.832073356002734,2020-02-04 12:23:00,6.493502785810808,8.0,3.634003,4.602462755238786,1,3.8550439956524802,3.8550439956524802
338,338,P422,lab,stairs,3,2.832073356002734,2020-02-04 12:24:00,6.482239043921112,8.0,3.510778,4.302604906838264,1,3.850611972284947,3.850611972284947
339,339,P422,lab,stairs,4,2.832073356002734,2020-02-04 12:25:00,4.975891338779651,8.0,3.2054980000000004,4.329637875860406,1,3.2578987963090014,3.2578987963090014
340,340,P422,lab,stairs,5,2.832073356002734,2020-02-04 12:26:00,3.976709293758936,8.0,3.1633630000000004,3.9882931779710074,1,2.8647436427803847,2.8647436427803847
341,341,P422,lab,breathing,1,1.0742347212424164,2020-02-04 12:30:00,5.18161920010512,1.0,1.439008,0.668876,1,3.3388479779997624,3.3388479779997624
342,342,P422,lab,breathing,2,1.0742347212424164,2020-02-04 12:31:00,4.587498420700964,1.0,1.439008,0.668876,0,3.1050751160821535,1.5
343,343,P422,lab,breathing,3,1.0742347212424164,2020-02-04 12:32:00,5.763009440070435,1.0,1.439008,0.668876,0,3.5676116654505945,1.5
344,344,P422,lab,breathing,4,1.0742347212424164,2020-02-04 12:33:00,0.16987088516990995,1.0,1.439008,0.668876,0,1.3668402862840008,1.3668402862840008
345,345,P422,lab,breathing,5,1.0742347212424164,2020-02-04 12:34:00,6.467073431081736,1.0,1.439008,0.668876,0,3.844644652441749,1.5
346,346,P423,lab,computer,1,1.1198083158596959,2020-02-06 15:08:00,0.8025347149903653,1.3,1.4938630000000002,0.8266752609171539,0,1.6104942609520525,1.5
347,347,P423,lab,computer,2,1.1198083158596959,2020-02-06 15:09:00,1.0206027081167075,1.3,1.439008,0.668876,1,1.6948630229486892,1.6948630229486892
348,348,P423,lab,computer,3,1.1198083158596959,2020-02-06 15:10:00,0.8376919760853431,1.3,1.439008,0.668876,1,1.6240963240116106,1.6240963240116106
349,349,P423,lab,computer,4,1.1198083158596959,2020-02-06 15:11:00,0.8684974338950251,1.3,1.439008,0.668876,1,1.636014709194514,1.636014709194514
350,350,P423,lab,computer,5,1.1198083158596959,2020-02-06 15:12:00,0.7699370457025805,1.3,1.439008,0.668876,0,1.5978824834859628,1.5
351,351,P423,lab,breathing,1,1.3997603948246198,2020-02-06 15:15:00,0.08660410514958237,1.0,1.439008,0.668876,0,1.3335064354495323,1.3335064354495323
352,352,P423,lab,breathing,2,1.3997603948246198,2020-02-06 15:16:00,0.053001254117594224,1.0,1.439008,0.668876,0,1.3205057612080644,1.3205057612080644
353,353,P423,lab,breathing,3,1.3997603948246198,2020-02-06 15:17:00,0.026150579249746696,1.0,1.439008,0.668876,0,1.3101174499070931,1.3101174499070931
354,354,P423,lab,breathing,4,1.3997603948246198,2020-02-06 15:18:00,0.03690958640968503,1.0,1.439008,0.668876,0,1.3142800237052157,1.3142800237052157
355,355,P423,lab,breathing,5,1.3997603948246198,2020-02-06 15:19:00,0.02113886228603059,1.0,1.439008,0.668876,0,1.3081784567075672,1.3081784567075672
356,356,P423,lab,slow walk,1,5.319089500333555,2020-02-06 15:22:00,6.2604451967243975,2.8,3.334288,3.789218597121028,1,3.7221161630510964,3.7221161630510964
357,357,P423,lab,slow walk,2,5.319089500333555,2020-02-06 15:23:00,5.812576659071612,2.8,3.231733,3.768430216820703,1,3.548839408781534,3.548839408781534
358,358,P423,lab,slow walk,3,5.319089500333555,2020-02-06 15:24:00,3.5510440380242936,2.8,3.206293,3.809984866118938,1,2.6738705299592946,2.6738705299592946
359,359,P423,lab,slow walk,4,5.319089500333555,2020-02-06 15:25:00,2.6552336858048045,2.8,3.242068,3.6947756494684025,1,2.327288671168392,2.327288671168392
360,360,P423,lab,slow walk,5,5.319089500333555,2020-02-06 15:26:00,6.3024174813325535,2.8,3.374038,3.733458505829628,1,3.7383549041877138,3.7383549041877138
361,361,P423,lab,breathing,1,1.2597843553421575,2020-02-06 15:29:00,0.04431531647498745,1.0,1.439008,0.668876,0,1.317145241421641,1.317145241421641
362,362,P423,lab,breathing,2,1.2597843553421575,2020-02-06 15:30:00,0.03509492001477276,1.0,1.439008,0.668876,0,1.3135779437943556,1.3135779437943556
363,363,P423,lab,breathing,3,1.2597843553421575,2020-02-06 15:31:00,0.05878821179842345,1.0,1.439008,0.668876,0,1.3227446888391157,1.3227446888391157
364,364,P423,lab,breathing,4,1.2597843553421575,2020-02-06 15:32:00,0.03424798163486832,1.0,1.439008,0.668876,0,1.3132502701106774,1.3132502701106774
365,365,P423,lab,breathing,5,1.2597843553421575,2020-02-06 15:33:00,0.1241387048005095,1.0,1.439008,0.668876,0,1.3480282717776788,1.3480282717776788
366,366,P423,lab,fast walk,1,6.018969697745867,2020-02-06 15:36:00,6.135352790616263,4.3,4.8328630000000015,5.378541295383738,1,3.673718911867107,3.673718911867107
367,367,P423,lab,fast walk,2,6.018969697745867,2020-02-06 15:37:00,6.4082345326736085,4.3,4.736668,5.200353162980302,1,3.7792946748151577,3.7792946748151577
368,368,P423,lab,fast walk,3,6.018969697745867,2020-02-06 15:38:00,4.734833232154885,4.3,4.886923,5.436681783259423,1,3.1318690988548683,3.1318690988548683
369,369,P423,lab,fast walk,4,6.018969697745867,2020-02-06 15:39:00,4.192204534288859,4.3,4.882153,5.496749920312957,1,2.921930396680085,2.921930396680085
370,370,P423,lab,fast walk,5,6.018969697745867,2020-02-06 15:40:00,6.556932977014285,4.3,5.046718,5.6120120097781045,1,3.836824913343011,3.836824913343011
371,371,P423,lab,breathing,1,1.2597843553421575,2020-02-06 15:43:00,0.040900733373765055,1.0,1.439008,0.668876,0,1.3158241665364427,1.3158241665364427
372,372,P423,lab,breathing,2,1.2597843553421575,2020-02-06 15:44:00,0.031809973044877794,1.0,1.439008,0.668876,0,1.3123070240912789,1.3123070240912789
373,373,P423,lab,breathing,3,1.2597843553421575,2020-02-06 15:45:00,0.03203581764649484,1.0,1.439008,0.668876,0,1.3123944015608875,1.3123944015608875
374,374,P423,lab,breathing,4,1.2597843553421575,2020-02-06 15:46:00,0.03770564146868095,1.0,1.439008,0.668876,0,1.3145880110391008,1.3145880110391008
375,375,P423,lab,breathing,5,1.2597843553421575,2020-02-06 15:47:00,0.5275775931838782,1.0,1.439008,0.668876,0,1.5041155501820969,1.5
376,376,P423,lab,standing,1,1.1198083158596959,2020-02-06 15:49:00,0.7212845894672901,1.8,1.439008,0.7524133301584388,0,1.5790592373881789,1.5
377,377,P423,lab,standing,2,1.1198083158596959,2020-02-06 15:50:00,0.325649172840188,1.8,1.439008,0.668876,0,1.425991059778486,1.425991059778486
378,378,P423,lab,standing,3,1.1198083158596959,2020-02-06 15:51:00,5.3771618180889424,1.8,1.439008,0.6843138133166585,0,3.3803808901240675,1.5
379,379,P423,lab,standing,4,1.1198083158596959,2020-02-06 15:52:00,4.616568378934833,1.8,1.439008,0.67578,0,3.0861133732628554,1.5
380,380,P423,lab,standing,5,1.1198083158596959,2020-02-06 15:53:00,0.11321058804062588,1.8,1.439008,0.668876,0,1.343800270828214,1.343800270828214
381,381,P423,lab,breathing,1,1.2597843553421575,2020-02-06 15:55:00,0.05586162529076348,1.0,1.439008,0.668876,0,1.3216124159319942,1.3216124159319942
382,382,P423,lab,breathing,2,1.2597843553421575,2020-02-06 15:56:00,0.04024565275014453,1.0,1.439008,0.668876,0,1.3155707210838092,1.3155707210838092
383,383,P423,lab,breathing,3,1.2597843553421575,2020-02-06 15:57:00,0.049356846975429865,1.0,1.439008,0.668876,0,1.319095769240018,1.319095769240018
384,384,P423,lab,breathing,4,1.2597843553421575,2020-02-06 15:58:00,0.04908335393068654,1.0,1.439008,0.668876,0,1.3189899569689512,1.3189899569689512
385,385,P423,lab,breathing,5,1.2597843553421575,2020-02-06 15:59:00,0.2157515028465587,1.0,1.439008,0.668876,0,1.3834725304393107,1.3834725304393107
386,386,P423,lab,squats,1,1.1198083158596959,2020-02-06 16:05:00,7.690052688846457,5.0,2.139403,3.7782517064661714,1,4.275219864893184,4.275219864893184
387,387,P423,lab,squats,2,1.1198083158596959,2020-02-06 16:06:00,8.429421553120196,5.0,2.171203,3.767881723216077,1,4.561275763529778,4.561275763529778
388,388,P423,lab,squats,3,1.1198083158596959,2020-02-06 16:07:00,8.233063905455145,5.0,1.905673,3.0716133788631166,1,4.485306560509351,4.485306560509351
389,389,P423,lab,squats,4,1.1198083158596959,2020-02-06 16:08:00,8.893310896449995,5.0,1.994713,3.512983990145768,1,4.740750839349332,4.740750839349332
390,390,P423,lab,squats,5,1.1198083158596959,2020-02-06 16:09:00,7.667485436169168,5.0,1.927138,3.1111570040470364,1,4.2664887753703615,4.2664887753703615
391,391,P423,lab,breathing,1,1.1198083158596959,2020-02-06 16:11:00,0.15487969013093147,1.0,1.439008,0.668876,0,1.3599217130741363,1.3599217130741363
392,392,P423,lab,breathing,2,1.1198083158596959,2020-02-06 16:12:00,0.10015900821636907,1.0,1.439008,0.668876,0,1.3387507190068475,1.3387507190068475
393,393,P423,lab,breathing,3,1.1198083158596959,2020-02-06 16:13:00,0.04068027590387927,1.0,1.439008,0.668876,0,1.3157388733050035,1.3157388733050035
394,394,P423,lab,breathing,4,1.1198083158596959,2020-02-06 16:14:00,0.05106526347149988,1.0,1.439008,0.668876,0,1.3197567419150156,1.3197567419150156
395,395,P423,lab,breathing,5,1.1198083158596959,2020-02-06 16:15:00,1.113758569568177,1.0,1.439008,0.668876,0,1.730904280497371,1.5
396,396,P423,lab,reading,1,1.2597843553421575,2020-02-06 16:17:00,2.3110255340002523,1.3,1.439008,0.668876,0,2.194117290900426,1.5
397,397,P423,lab,reading,2,1.2597843553421575,2020-02-06 16:18:00,2.9030454963894505,1.3,1.447753,0.678369,0,2.423165078189108,1.5
398,398,P423,lab,reading,3,1.2597843553421575,2020-02-06 16:19:00,0.37633282156395736,1.3,1.439008,0.668876,0,1.4456001580005229,1.4456001580005229
399,399,P423,lab,reading,4,1.2597843553421575,2020-02-06 16:20:00,1.6791131418642398,1.3,1.439008,0.668876,0,1.9496354416821395,1.5
400,400,P423,lab,reading,5,1.2597843553421575,2020-02-06 16:21:00,0.6195033960563554,1.3,1.439008,0.668876,0,1.5396809079070355,1.5
401,401,P423,lab,breathing,1,1.1198083158596959,2020-02-06 16:23:00,0.06691786723093746,1.0,1.439008,0.668876,0,1.325889987488712,1.325889987488712
402,402,P423,lab,breathing,2,1.1198083158596959,2020-02-06 16:24:00,0.030304100332030424,1.0,1.439008,0.668876,0,1.31172441398566,1.31172441398566
403,403,P423,lab,breathing,3,1.1198083158596959,2020-02-06 16:25:00,0.032358433699975216,1.0,1.439008,0.668876,0,1.3125192191310509,1.3125192191310509
404,404,P423,lab,breathing,4,1.1198083158596959,2020-02-06 16:26:00,0.03360842180939831,1.0,1.439008,0.668876,0,1.3130028295306817,1.3130028295306817
405,405,P423,lab,breathing,5,1.1198083158596959,2020-02-06 16:27:00,0.3220228853810535,1.0,1.439008,0.668876,0,1.4245880781708469,1.4245880781708469
406,406,P423,lab,aerobics,1,3.779353066026473,2020-02-06 16:29:00,11.053045232708325,7.3,4.083178,4.878691902825682,1,5.576334776172988,5.576334776172988
407,407,P423,lab,aerobics,2,3.779353066026473,2020-02-06 16:30:00,12.215236384556265,7.3,5.074543,6.127370443048378,1,6.025977235293743,6.025977235293743
408,408,P423,lab,aerobics,3,3.779353066026473,2020-02-06 16:31:00,7.354117679914587,7.3,4.865458,6.147779924881692,1,4.1452492974175135,4.1452492974175135
409,409,P423,lab,aerobics,4,3.779353066026473,2020-02-06 16:32:00,9.795231898615855,7.3,5.567443000000001,7.208861162843263,1,5.089696859719285,5.089696859719285
410,410,P423,lab,aerobics,5,3.779353066026473,2020-02-06 16:33:00,11.906669905604426,7.3,8.074078,9.783096956488878,-1,5.906595333119108,5.906595333119108
411,411,P423,lab,breathing,1,1.1198083158596959,2020-02-06 16:35:00,4.889352932140235,1.0,1.439008,0.668876,-1,3.1916515346216,3.1916515346216
412,412,P423,lab,breathing,2,1.1198083158596959,2020-02-06 16:36:00,0.06787510186116866,1.0,1.439008,0.668876,0,1.3262603339092711,1.3262603339092711
413,413,P423,lab,breathing,3,1.1198083158596959,2020-02-06 16:37:00,0.09622556698536884,1.0,1.439008,0.668876,0,1.337228902062103,1.337228902062103
414,414,P423,lab,breathing,4,1.1198083158596959,2020-02-06 16:38:00,0.0514688290313713,1.0,1.439008,0.668876,0,1.3199128782016054,1.3199128782016054
415,415,P423,lab,breathing,5,1.1198083158596959,2020-02-06 16:39:00,0.4920930773557904,1.0,1.439008,0.668876,0,1.4903868748843363,1.4903868748843363
416,416,P423,lab,sweeping,1,1.1198083158596959,2020-02-06 16:41:00,5.7739109462914096,2.3,1.846048,1.5724946963432087,1,3.533879953832576,3.533879953832576
417,417,P423,lab,sweeping,2,1.1198083158596959,2020-02-06 16:42:00,4.754037468229915,2.3,1.7888080000000002,1.529094816049149,1,3.139299064158408,3.139299064158408
418,418,P423,lab,sweeping,3,1.1198083158596959,2020-02-06 16:43:00,5.074820073380751,2.3,2.489203,2.679230008097579,1,3.2634072878304257,3.2634072878304257
419,419,P423,lab,sweeping,4,1.1198083158596959,2020-02-06 16:44:00,6.3625900058781975,2.3,2.323843,2.412445499010865,1,3.7616351725542283,3.7616351725542283
420,420,P423,lab,sweeping,5,1.1198083158596959,2020-02-06 16:45:00,5.3505055579899565,2.3,2.473303,2.684922872814965,1,3.37006779634185,3.37006779634185
421,421,P423,lab,breathing,1,1.2597843553421575,2020-02-06 16:47:00,0.8911512327062233,1.0,1.439008,0.668876,0,1.6447792827241765,1.5
422,422,P423,lab,breathing,2,1.2597843553421575,2020-02-06 16:48:00,0.03324947394333491,1.0,1.439008,0.668876,0,1.3128639554728847,1.3128639554728847
423,423,P423,lab,breathing,3,1.2597843553421575,2020-02-06 16:49:00,0.042875124518319166,1.0,1.439008,0.668876,0,1.3165880426751415,1.3165880426751415
424,424,P423,lab,breathing,4,1.2597843553421575,2020-02-06 16:50:00,0.02219335454794326,1.0,1.439008,0.668876,0,1.3085864313277629,1.3085864313277629
425,425,P423,lab,breathing,5,1.2597843553421575,2020-02-06 16:51:00,1.3605507901114369,1.0,1.439008,0.668876,0,1.8263862162877944,1.5
426,426,P423,lab,pushups,1,0.9798322763772338,2020-02-06 16:53:00,1.3666595632347407,3.8,1.439008,1.868617656423165,1,1.8287496517390156,1.8287496517390156
427,427,P423,lab,pushups,2,0.9798322763772338,2020-02-06 16:54:00,1.37457267493792,3.8,1.439008,1.6825840274802997,1,1.831811171352082,1.831811171352082
428,428,P423,lab,pushups,3,0.9798322763772338,2020-02-06 16:55:00,1.4529169792029326,3.8,1.439008,1.778799017970616,1,1.862121955917781,1.862121955917781
429,429,P423,lab,pushups,4,0.9798322763772338,2020-02-06 16:56:00,1.5694899368899409,3.8,1.439008,1.6650056893100815,1,1.9072231006632232,1.9072231006632232
430,430,P423,lab,pushups,5,0.9798322763772338,2020-02-06 16:57:00,1.3343035303631945,3.8,1.439008,1.8038443727615496,1,1.8162313614692769,1.8162313614692769
431,431,P423,lab,breathing,1,1.3997603948246198,2020-02-06 16:59:00,0.03097799657469012,1.0,1.439008,0.668876,0,1.3119851390507749,1.3119851390507749
432,432,P423,lab,breathing,2,1.3997603948246198,2020-02-06 17:00:00,4.495350269089563,1.0,1.439008,0.668876,0,3.0392150563085987,1.5
433,433,P423,lab,breathing,3,1.3997603948246198,2020-02-06 17:01:00,0.04084674295149364,1.0,1.439008,0.668876,0,1.3158032780739892,1.3158032780739892
434,434,P423,lab,breathing,4,1.3997603948246198,2020-02-06 17:02:00,0.05868611397517956,1.0,1.439008,0.668876,0,1.3227051880080851,1.3227051880080851
435,435,P423,lab,breathing,5,1.3997603948246198,2020-02-06 17:03:00,0.015541931411052734,1.0,1.439008,0.668876,0,1.306013048927485,1.306013048927485
436,436,P423,lab,running,1,14.977436224623432,2020-02-06 17:06:00,11.660823202908318,6.0,7.137568000000001,7.392302468333539,1,5.811479210619606,5.811479210619606
437,437,P423,lab,running,2,14.977436224623432,2020-02-06 17:07:00,11.519652210820837,6.0,7.0652230000000005,7.35615363454255,1,5.756861283148894,5.756861283148894
438,438,P423,lab,running,3,14.977436224623432,2020-02-06 17:08:00,10.675979349353893,6.0,6.833083,7.5377355009962175,1,5.430451002430226,5.430451002430226
439,439,P423,lab,running,4,14.977436224623432,2020-02-06 17:09:00,10.551212090546088,6.0,6.761533,7.533605146755173,1,5.382179548135557,5.382179548135557
440,440,P423,lab,running,5,14.977436224623432,2020-02-06 17:10:00,11.66173358117802,6.0,6.6724929999999985,7.566163073241698,1,5.811831428689128,5.811831428689128
441,441,P423,lab,breathing,1,1.1198083158596959,2020-02-06 17:13:00,1.1434577587259156,1.0,1.439008,0.668876,0,1.7423946591889867,1.5
442,442,P423,lab,breathing,2,1.1198083158596959,2020-02-06 17:14:00,4.644298005628202,1.0,1.439008,0.668876,0,3.0968417439935063,1.5
443,443,P423,lab,breathing,3,1.1198083158596959,2020-02-06 17:15:00,1.2259764026322035,1.0,1.439008,0.668876,0,1.7743204623671789,1.5
444,444,P423,lab,breathing,4,1.1198083158596959,2020-02-06 17:16:00,0.1847889808253,1.0,1.439008,0.668876,0,1.3714933783694618,1.3714933783694618
445,445,P423,lab,breathing,5,1.1198083158596959,2020-02-06 17:17:00,0.13924475017545554,1.0,1.439008,0.668876,0,1.3538726798848824,1.3538726798848824
446,446,P423,lab,lie down,1,1.1198083158596959,2020-02-06 17:19:00,0.6605254917991259,1.3,1.439008,0.668876,0,1.5555520285731474,1.5
447,447,P423,lab,lie down,2,1.1198083158596959,2020-02-06 17:20:00,0.30570099264681244,1.3,1.439008,0.668876,0,1.4182732684471109,1.4182732684471109
448,448,P423,lab,lie down,3,1.1198083158596959,2020-02-06 17:21:00,0.4292998644728488,1.3,1.439008,0.668876,0,1.4660926831656296,1.4660926831656296
449,449,P423,lab,lie down,4,1.1198083158596959,2020-02-06 17:22:00,0.3898726105360022,1.3,1.439008,0.668876,0,1.4508385940354953,1.4508385940354953
450,450,P423,lab,lie down,5,1.1198083158596959,2020-02-06 17:23:00,0.2773008234857451,1.3,1.439008,0.668876,0,1.4072854702000472,1.4072854702000472
451,451,P423,lab,breathing,1,1.2597843553421575,2020-02-06 17:25:00,0.16401306777359115,1.0,1.439008,0.668876,0,1.3634553438170602,1.3634553438170602
452,452,P423,lab,breathing,2,1.2597843553421575,2020-02-06 17:26:00,0.6501640617354472,1.0,1.439008,0.668876,0,1.551543274172951,1.5
453,453,P423,lab,breathing,3,1.2597843553421575,2020-02-06 17:27:00,0.0932347395721211,1.0,1.439008,0.668876,0,1.336071774862537,1.336071774862537
454,454,P423,lab,breathing,4,1.2597843553421575,2020-02-06 17:28:00,0.1333183432714906,1.0,1.439008,0.668876,0,1.3515798004649937,1.3515798004649937
455,455,P423,lab,breathing,5,1.2597843553421575,2020-02-06 17:29:00,0.05471373427756979,1.0,1.439008,0.668876,0,1.3211683060821175,1.3211683060821175
456,456,P423,lab,stairs,1,12.037939395491733,2020-02-06 17:32:00,7.325687014974584,8.0,4.760518,5.779381294339888,1,4.134249700597547,4.134249700597547
457,457,P423,lab,stairs,2,12.037939395491733,2020-02-06 17:33:00,7.608853527766758,8.0,5.138143,6.303218804846543,1,4.243804559064737,4.243804559064737
458,458,P423,lab,stairs,3,12.037939395491733,2020-02-06 17:34:00,9.227375407420046,8.0,4.847968,5.9807281405524835,1,4.869997726127557,4.869997726127557
459,459,P423,lab,stairs,4,12.037939395491733,2020-02-06 17:35:00,7.8265322694743,8.0,5.303503,6.3310251163661535,1,4.328022722801451,4.328022722801451
460,460,P423,lab,stairs,5,12.037939395491733,2020-02-06 17:36:00,7.3507897451748025,8.0,5.658868,6.5827875655962425,1,4.143961746090169,4.143961746090169
461,461,P423,lab,breathing,1,1.1198083158596959,2020-02-06 17:39:00,2.7206066036539043,1.0,1.442188,0.6723279999999999,0,2.3525809301008658,1.5
462,462,P423,lab,breathing,2,1.1198083158596959,2020-02-06 17:40:00,0.12401643290482516,1.0,1.439008,0.668876,0,1.3479809657594135,1.3479809657594135
463,463,P423,lab,breathing,3,1.1198083158596959,2020-02-06 17:41:00,0.08180934014124172,1.0,1.439008,0.668876,0,1.3316513792259252,1.3316513792259252
464,464,P423,lab,breathing,4,1.1198083158596959,2020-02-06 17:42:00,0.06356693371458923,1.0,1.439008,0.668876,0,1.3245935381187048,1.3245935381187048
465,465,P423,lab,breathing,5,1.1198083158596959,2020-02-06 17:43:00,0.0304438878792433,1.0,1.439008,0.668876,0,1.3117784966693762,1.3117784966693762
466,466,P427,lab,computer,1,0.5748065500141871,2020-02-21 10:13:00,0.9394266041879776,1.3,1.439008,0.668876,0,1.6676605718012365,1.5
467,467,P427,lab,computer,2,0.5748065500141871,2020-02-21 10:14:00,0.5545380487482379,1.3,1.439008,0.668876,0,1.5170278925244516,1.5
468,468,P427,lab,computer,3,0.5748065500141871,2020-02-21 10:15:00,0.689044736389027,1.3,1.439008,0.674054,0,1.5696693713463643,1.5
469,469,P427,lab,computer,4,0.5748065500141871,2020-02-21 10:16:00,1.262842913817469,1.3,1.439008,0.668876,0,1.7942350426520015,1.5
470,470,P427,lab,computer,5,0.5748065500141871,2020-02-21 10:17:00,1.6359245369594029,1.3,1.439008,0.683547,0,1.9402468782561904,1.5
471,471,P427,lab,breathing,1,1.2454141916974055,2020-02-21 10:20:00,0.8580954791467099,1.0,1.439008,0.668876,0,1.6358302533872104,1.5
472,472,P427,lab,breathing,2,1.2454141916974055,2020-02-21 10:21:00,0.32257511301197017,1.0,1.439008,0.668876,0,1.4262452542541555,1.4262452542541555
473,473,P427,lab,breathing,3,1.2454141916974055,2020-02-21 10:22:00,0.9513005339811984,1.0,1.439008,0.668876,0,1.6723076360826197,1.5
474,474,P427,lab,breathing,4,1.2454141916974055,2020-02-21 10:23:00,0.7536525970165407,1.0,1.439008,0.668876,0,1.5949547559365724,1.5
475,475,P427,lab,breathing,5,1.2454141916974055,2020-02-21 10:24:00,0.18063781982293128,1.0,1.439008,0.668876,0,1.3706956816306413,1.3706956816306413
476,476,P427,lab,slow walk,1,1.5328174667044991,2020-02-21 10:27:00,2.8255223871682973,2.8,3.7421230000000003,4.081216522670768,1,2.4058162200988957,2.4058162200988957
477,477,P427,lab,slow walk,2,1.5328174667044991,2020-02-21 10:28:00,2.8445194545360777,2.8,3.489313,3.889077095630365,1,2.4132510453634213,2.4132510453634213
478,478,P427,lab,slow walk,3,1.5328174667044991,2020-02-21 10:29:00,2.799420800130756,2.8,3.619693,3.9838715414807115,1,2.3956009202847737,2.3956009202847737
479,479,P427,lab,slow walk,4,1.5328174667044991,2020-02-21 10:30:00,2.829167289189065,2.8,3.4718230000000005,3.892590523516312,1,2.4072427144680573,2.4072427144680573
480,480,P427,lab,slow walk,5,1.5328174667044991,2020-02-21 10:31:00,4.150967566896538,2.8,3.057628,3.6503286769554806,1,2.9245517237535976,2.9245517237535976
481,481,P427,lab,breathing,1,2.3950272917257798,2020-02-21 10:34:00,2.1499519272428604,1.0,1.439008,0.668876,0,2.1414202359092567,1.5
482,482,P427,lab,breathing,2,2.3950272917257798,2020-02-21 10:35:00,0.7705972422598133,1.0,1.439008,0.668876,0,1.6015863309114964,1.5
483,483,P427,lab,breathing,3,2.3950272917257798,2020-02-21 10:36:00,0.6177291386161563,1.0,1.439008,0.668876,0,1.5417587997927893,1.5
484,484,P427,lab,breathing,4,2.3950272917257798,2020-02-21 10:37:00,1.2029917668267345,1.0,1.439008,0.668876,0,1.7708112788076786,1.5
485,485,P427,lab,breathing,5,2.3950272917257798,2020-02-21 10:38:00,0.9758030605545492,1.0,1.439008,0.668876,0,1.6818971164000525,1.5
486,486,P427,lab,fast walk,1,1.8202207417115928,2020-02-21 10:40:00,4.206449968801839,4.3,5.6222980000000025,6.044577052066605,1,2.9462657049400693,2.9462657049400693
487,487,P427,lab,fast walk,2,1.8202207417115928,2020-02-21 10:41:00,3.7758416499850838,4.3,5.1468880000000015,5.488233493840233,1,2.777739819029713,2.777739819029713
488,488,P427,lab,fast walk,3,1.8202207417115928,2020-02-21 10:42:00,3.717474369814618,4.3,5.064208,5.368943554414936,1,2.7548967916912384,2.7548967916912384
489,489,P427,lab,fast walk,4,1.8202207417115928,2020-02-21 10:43:00,3.669354601924873,4.3,5.031613,5.399965261619358,1,2.736064302491532,2.736064302491532
490,490,P427,lab,fast walk,5,1.8202207417115928,2020-02-21 10:44:00,3.6377507082761733,4.3,4.868638,5.254222155205079,1,2.723695581445921,2.723695581445921
