level_0,index,Participant,State,Activity,Minute,MET (Google Fit),Datetime,Watch Intensity,MET (Ainsworth),MET (Freedson),MET (VM3),model_classification,scaled_intensity,estimation
1551,1571,P411,lab,reading,2,0.8577255181284985,2019-11-12 15:06:00,4.4870614831807165,1.3,1.439008,0.668876,0,3.0642362951414435,1.5
1552,1572,P411,lab,reading,3,0.8577255181284985,2019-11-12 15:07:00,2.2698323515629357,1.3,1.439008,0.668876,0,2.1924594934845696,1.5
1553,1573,P411,lab,reading,4,0.8577255181284985,2019-11-12 15:08:00,4.411731193877854,1.3,1.439008,0.668876,0,3.0346177060024764,1.5
1554,1574,P411,lab,reading,5,0.8577255181284985,2019-11-12 15:09:00,0.04081900683580828,1.3,1.439008,0.668876,0,1.3160493395647237,1.3160493395647237
1555,1575,P411,lab,breathing,1,0.8577255181284985,2019-11-12 15:11:00,0.2128414605935708,1.0,1.439008,0.668876,0,1.383685644000562,1.383685644000562
1556,1576,P411,lab,breathing,2,0.8577255181284985,2019-11-12 15:12:00,0.2881722044250196,1.0,1.439008,0.668876,0,1.4133044118524425,1.4133044118524425
1557,1577,P411,lab,breathing,3,0.8577255181284985,2019-11-12 15:13:00,0.1709471101113176,1.0,1.439008,0.668876,0,1.3672134975948982,1.3672134975948982
1558,1578,P411,lab,breathing,4,0.8577255181284985,2019-11-12 15:14:00,0.22148575257729852,1.0,1.439008,0.668876,0,1.3870844326556,1.3870844326556
1559,1579,P411,lab,breathing,5,0.8577255181284985,2019-11-12 15:15:00,4.836708037519833,1.0,1.439008,0.668876,0,3.2017113763161613,1.5
1560,1580,P411,lab,aerobics,1,0.9649412078945608,2019-11-12 15:17:00,8.624146693618377,7.3,2.7579130000000003,3.5482862018008827,1,4.690867869436954,4.690867869436954
1561,1581,P411,lab,aerobics,2,0.9649412078945608,2019-11-12 15:18:00,9.057256969646307,7.3,3.453538,4.491872588362197,1,4.861159467096443,4.861159467096443
1562,1582,P411,lab,aerobics,3,0.9649412078945608,2019-11-12 15:19:00,9.787592746630454,7.3,7.528708000000001,8.234582206714942,1,5.148315078898403,5.148315078898403
1563,1583,P411,lab,aerobics,4,0.9649412078945608,2019-11-12 15:20:00,9.642745345507787,7.3,2.226058,4.414828973945215,1,5.091363543182789,5.091363543182789
1564,1584,P411,lab,aerobics,5,0.9649412078945608,2019-11-12 15:21:00,13.124872450084732,7.3,7.698042999999998,8.569796772085365,1,6.460476724541666,6.460476724541666
1565,1585,P411,lab,breathing,1,13.509176910523848,2019-11-12 15:23:00,5.2941626633929655,1.0,1.439008,0.7301733050386394,0,3.381574758480836,1.5
1566,1586,P411,lab,breathing,2,13.509176910523848,2019-11-12 15:24:00,0.4763949364497552,1.0,1.439008,0.668876,0,1.4873103902981242,1.4873103902981242
1567,1587,P411,lab,breathing,3,13.509176910523848,2019-11-12 15:25:00,0.3595235027888341,1.0,1.439008,0.668876,0,1.441358529397022,1.441358529397022
1568,1588,P411,lab,breathing,4,13.509176910523848,2019-11-12 15:26:00,0.11465964920660288,1.0,1.439008,0.668876,0,1.3450822248539998,1.3450822248539998
1569,1589,P411,lab,breathing,5,13.509176910523848,2019-11-12 15:27:00,0.19368612511599767,1.0,1.439008,0.668876,0,1.3761540917314834,1.3761540917314834
1570,1590,P411,lab,sweeping,1,3.4309020725139936,2019-11-12 15:32:00,7.88927896049459,2.3,2.131453,2.6290651418291757,1,4.401930369524145,4.401930369524145
1571,1591,P411,lab,sweeping,2,3.4309020725139936,2019-11-12 15:33:00,5.902024827404097,2.3,2.231623,2.692999956651618,1,3.6205758277132256,3.6205758277132256
1572,1592,P411,lab,sweeping,3,3.4309020725139936,2019-11-12 15:34:00,8.557304045780358,2.3,2.127478,2.842657884605951,1,4.664586476632059,4.664586476632059
1573,1593,P411,lab,sweeping,4,3.4309020725139936,2019-11-12 15:35:00,9.100691780834783,2.3,2.250703,3.3475550165637618,1,4.878237296463962,4.878237296463962
1574,1594,P411,lab,sweeping,5,3.4309020725139936,2019-11-12 15:36:00,10.072611931596619,2.3,2.166433,2.397014483728084,1,5.260379777100954,5.260379777100954
1575,1595,P411,lab,breathing,1,0.8577255181284985,2019-11-12 15:38:00,5.399900947046504,1.0,1.499428,0.8038493103580112,0,3.4231492540625856,1.5
1576,1596,P411,lab,breathing,2,0.8577255181284985,2019-11-12 15:39:00,2.0414144881669096,1.0,1.439008,0.668876,0,2.10264947270093,1.5
1577,1597,P411,lab,breathing,3,0.8577255181284985,2019-11-12 15:40:00,0.9904225696159594,1.0,1.439008,0.668876,0,1.689417317189312,1.5
1578,1598,P411,lab,breathing,4,0.8577255181284985,2019-11-12 15:41:00,0.2070014613841372,1.0,1.439008,0.668876,0,1.3813894555913993,1.3813894555913993
1579,1599,P411,lab,breathing,5,0.8577255181284985,2019-11-12 15:42:00,0.9326118734496456,1.0,1.439008,0.668876,0,1.6666871342385519,1.5
1580,1600,P411,lab,pushups,1,1.0721568976606228,2019-11-12 15:45:00,1.4492993892249793,3.8,1.439008,1.350646,1,1.869839881753645,1.869839881753645
1581,1601,P411,lab,pushups,2,1.0721568976606228,2019-11-12 15:46:00,1.07326838736884,3.8,1.439008,1.249675,0,1.721990884350843,1.5
1582,1602,P411,lab,pushups,3,1.0721568976606228,2019-11-12 15:47:00,1.0468834445299309,3.8,1.439008,1.049459,1,1.7116167733706118,1.7116167733706118
1583,1603,P411,lab,pushups,4,1.0721568976606228,2019-11-12 15:48:00,1.1362085528248964,3.8,1.439008,0.958844,1,1.7467378874253514,1.7467378874253514
1584,1604,P411,lab,pushups,5,1.0721568976606228,2019-11-12 15:49:00,1.0198183285659306,3.8,1.439008,0.8682290000000001,1,1.7009752298805385,1.7009752298805385
1585,1605,P411,lab,breathing,1,0.8577255181284985,2019-11-12 15:51:00,4.01012172789875,1.0,1.439008,0.7567199047913971,0,2.8767116913404145,1.5
1586,1606,P411,lab,breathing,2,0.8577255181284985,2019-11-12 15:52:00,0.4903692914459138,1.0,1.439008,0.668876,0,1.492804869118579,1.492804869118579
1587,1607,P411,lab,breathing,3,0.8577255181284985,2019-11-12 15:53:00,0.19753730538774555,1.0,1.439008,0.668876,0,1.37766831034427,1.37766831034427
1588,1608,P411,lab,breathing,4,0.8577255181284985,2019-11-12 15:54:00,0.34359637923043945,1.0,1.439008,0.690451,0,1.435096255174962,1.435096255174962
1589,1609,P411,lab,breathing,5,0.8577255181284985,2019-11-12 15:55:00,0.1646457373520292,1.0,1.439008,0.668876,0,1.3647359049492829,1.3647359049492829
1590,1610,P411,lab,running,1,1.2865882771927477,2019-11-12 15:59:00,13.603129091216125,6.0,9.857263,10.30472846030044,1,6.648519105471629,6.648519105471629
1591,1611,P411,lab,breathing,1,0.7505098283624362,2019-11-12 16:04:00,0.675291924922428,1.0,1.442188,0.7103179752666303,0,1.5655133049167749,1.5
1592,1612,P411,lab,breathing,2,0.7505098283624362,2019-11-12 16:05:00,0.2337897102671464,1.0,1.439008,0.668876,0,1.3919221396519674,1.3919221396519674
1593,1613,P411,lab,breathing,3,0.7505098283624362,2019-11-12 16:06:00,1.0328283958599889,1.0,1.439008,0.668876,0,1.7060905671694184,1.5
1594,1614,P411,lab,breathing,4,0.7505098283624362,2019-11-12 16:07:00,0.1895859368163816,1.0,1.439008,0.668876,0,1.3745419673952757,1.3745419673952757
1595,1615,P411,lab,breathing,5,0.7505098283624362,2019-11-12 16:08:00,0.17930946559845926,1.0,1.439008,0.668876,0,1.370501433612399,1.370501433612399
1596,1616,P411,lab,lie down,1,0.8577255181284985,2019-11-12 16:10:00,0.250249538450835,1.3,1.439008,0.668876,0,1.3983938642767146,1.3983938642767146
1597,1617,P411,lab,lie down,2,0.8577255181284985,2019-11-12 16:11:00,0.03601201482634039,1.3,1.439008,0.668876,0,1.314159312025465,1.314159312025465
1598,1618,P411,lab,lie down,3,0.8577255181284985,2019-11-12 16:12:00,0.04172839612290049,1.3,1.439008,0.668876,0,1.3164068959727904,1.3164068959727904
1599,1619,P411,lab,lie down,4,0.8577255181284985,2019-11-12 16:13:00,0.04728060168472774,1.3,1.439008,0.668876,0,1.3185899288122065,1.3185899288122065
1600,1620,P411,lab,lie down,5,0.8577255181284985,2019-11-12 16:14:00,0.03613737387947594,1.3,1.439008,0.668876,0,1.314208601074054,1.314208601074054
1601,1621,P411,lab,breathing,1,1.0721568976606228,2019-11-12 16:17:00,0.1937872280086156,1.0,1.439008,0.668876,0,1.3761938436701115,1.3761938436701115
1602,1622,P411,lab,breathing,2,1.0721568976606228,2019-11-12 16:18:00,2.23130559522972,1.0,1.454908,0.7535248189462795,0,2.1773114278492067,1.5
1603,1623,P411,lab,breathing,3,1.0721568976606228,2019-11-12 16:19:00,0.892991099864235,1.0,1.439008,0.668876,0,1.6511089196179196,1.5
1604,1624,P411,lab,breathing,4,1.0721568976606228,2019-11-12 16:20:00,3.1295116842379653,1.0,1.439008,0.6871829945649197,0,2.530470792543736,1.5
1605,1625,P411,lab,breathing,5,1.0721568976606228,2019-11-12 16:21:00,2.0387572524834754,1.0,1.439008,0.668876,0,2.1016046928032104,1.5
1606,1626,P411,lab,stairs,1,2.680392244151558,2019-11-12 16:26:00,2.9747874947635604,8.0,3.659443,5.3141819901887,1,2.469635871553621,2.469635871553621
1607,1627,P411,lab,stairs,2,2.680392244151558,2019-11-12 16:27:00,5.955645371845795,8.0,4.011628,5.3969386773605725,1,3.6416585142384448,3.6416585142384448
1608,1628,P411,lab,stairs,3,2.680392244151558,2019-11-12 16:28:00,3.4442157962862496,8.0,3.823213,5.031972796584165,1,2.654207099431217,2.654207099431217
1609,1629,P411,lab,stairs,4,2.680392244151558,2019-11-12 16:29:00,3.4444010853683817,8.0,3.5990230000000003,4.907976449889103,1,2.6542799519483964,2.6542799519483964
1610,1630,P411,lab,stairs,5,2.680392244151558,2019-11-12 16:30:00,5.822429181347347,8.0,3.3311080000000004,4.264382368041364,1,3.5892801728096937,3.5892801728096937
1611,1631,P411,lab,breathing,1,0.8577255181284985,2019-11-12 16:34:00,0.6621046114600868,1.0,1.439008,0.668876,0,1.5603282774477114,1.5
1612,1632,P411,lab,breathing,2,0.8577255181284985,2019-11-12 16:35:00,4.594943149828009,1.0,1.439008,0.668876,0,3.106653532478826,1.5
1613,1633,P411,lab,breathing,3,0.8577255181284985,2019-11-12 16:36:00,3.364926989168733,1.0,1.439008,0.668876,0,2.62303208838233,1.5
1614,1634,P411,lab,breathing,4,0.8577255181284985,2019-11-12 16:37:00,0.6691106560652641,1.0,1.439008,0.668876,0,1.5630829350837088,1.5
1615,1635,P411,lab,breathing,5,0.8577255181284985,2019-11-12 16:38:00,0.4268645267655272,1.0,1.439008,0.668876,0,1.4678358752272502,1.4678358752272502
1616,1636,P405,lab,computer,1,0.4539763444477769,2019-10-09 11:33:00,1.2773834314368882,1.3,1.439008,0.668876,0,1.8102227092519731,1.5
1617,1637,P405,lab,computer,2,0.4539763444477769,2019-10-09 11:34:00,0.6222781449450427,1.3,1.439008,0.7270053123389568,0,1.5485553148791085,1.5
1618,1638,P405,lab,computer,3,0.4539763444477769,2019-10-09 11:35:00,1.4871760900869353,1.3,1.439008,0.668876,0,1.8940197713112443,1.5
1619,1639,P405,lab,computer,4,0.4539763444477769,2019-10-09 11:36:00,0.7069188906127929,1.3,1.439008,0.72756,0,1.5823631986396869,1.5
1620,1640,P405,lab,computer,5,0.4539763444477769,2019-10-09 11:37:00,0.5043158399193534,1.3,1.439008,0.668876,0,1.5014378673073074,1.5
1621,1641,P405,lab,breathing,1,0.7944586027836096,2019-10-09 11:41:00,1.5932873677798924,1.0,1.439008,0.668876,0,1.9364035867375868,1.5
1622,1642,P405,lab,breathing,2,0.7944586027836096,2019-10-09 11:42:00,0.06378210150503312,1.0,1.439008,0.668876,0,1.3254763572399524,1.3254763572399524
1623,1643,P405,lab,breathing,3,0.7944586027836096,2019-10-09 11:43:00,0.027256345242883912,1.0,1.439008,0.668876,0,1.3108869474676748,1.3108869474676748
1624,1644,P405,lab,breathing,4,0.7944586027836096,2019-10-09 11:44:00,0.02589069081818356,1.0,1.439008,0.668876,0,1.3103414668521254,1.3103414668521254
1625,1645,P405,lab,breathing,5,0.7944586027836096,2019-10-09 11:45:00,0.04239859156855263,1.0,1.439008,0.668876,0,1.316935184633044,1.316935184633044
1626,1646,P405,lab,slow walk,1,4.085787100029992,2019-10-09 11:49:00,5.757866691644037,2.8,2.2729630000000003,2.8484808688452685,1,3.599853176909994,3.599853176909994
1627,1647,P405,lab,slow walk,2,4.085787100029992,2019-10-09 11:50:00,7.641684417724218,2.8,2.131453,2.592121406969688,1,4.352302723602748,4.352302723602748
1628,1648,P405,lab,slow walk,3,4.085787100029992,2019-10-09 11:51:00,3.7568805570960486,2.8,1.967683,2.4199516999141992,1,2.8006032871597606,2.8006032871597606
1629,1649,P405,lab,slow walk,4,4.085787100029992,2019-10-09 11:52:00,9.466184632472784,2.8,1.952578,2.427815027141362,1,5.081059195379339,5.081059195379339
1630,1650,P405,lab,slow walk,5,4.085787100029992,2019-10-09 11:53:00,2.426546020270981,2.8,1.984378,2.4115585060787748,1,2.2692304237847973,2.2692304237847973
1631,1651,P405,lab,breathing,1,0.6809645166716652,2019-10-09 11:56:00,4.643314824421376,1.0,1.439008,0.7103,0,3.1546699536889813,1.5
1632,1652,P405,lab,breathing,2,0.6809645166716652,2019-10-09 11:57:00,5.110546402608817,1.0,1.439008,0.668876,0,3.341295328501234,1.5
1633,1653,P405,lab,breathing,3,0.6809645166716652,2019-10-09 11:58:00,4.055891408307418,1.0,1.439008,0.668876,0,2.9200365934374157,1.5
1634,1654,P405,lab,breathing,4,0.6809645166716652,2019-10-09 11:59:00,1.5638421878836284,1.0,1.439008,0.668876,0,1.924642357421982,1.5
1635,1655,P405,lab,breathing,5,0.6809645166716652,2019-10-09 12:00:00,0.5820743941904268,1.0,1.439008,0.668876,0,1.532496811122694,1.5
1636,1656,P405,lab,fast walk,1,4.199281186141937,2019-10-09 12:03:00,3.0087337037772843,4.3,2.487613,3.0477188676636033,1,2.501772485832353,2.501772485832353
1637,1657,P405,lab,fast walk,2,4.199281186141937,2019-10-09 12:04:00,3.67883087868855,4.3,2.333383,2.8444895860565866,1,2.7694280602128103,2.7694280602128103
1638,1658,P405,lab,fast walk,3,4.199281186141937,2019-10-09 12:05:00,2.9631278451771914,4.3,2.366773,2.890464132040906,1,2.483556228943435,2.483556228943435
1639,1659,P405,lab,fast walk,4,4.199281186141937,2019-10-09 12:06:00,2.770064638205952,4.3,2.275348,2.7827322711293787,1,2.4064413783093266,2.4064413783093266
1640,1660,P405,lab,fast walk,5,4.199281186141937,2019-10-09 12:07:00,2.6208820380214664,4.3,2.226853,2.7324447077916743,1,2.3468536706828385,2.3468536706828385
1641,1661,P405,lab,breathing,1,0.9079526888955538,2019-10-09 12:11:00,5.0972966969064855,1.0,1.439008,0.668876,0,3.336003025051964,1.5
1642,1662,P405,lab,breathing,2,0.9079526888955538,2019-10-09 12:12:00,7.3804050003118205,1.0,1.439008,0.668876,0,4.24794040846455,1.5
1643,1663,P405,lab,breathing,3,0.9079526888955538,2019-10-09 12:13:00,0.04403805240993724,1.0,1.439008,0.668876,0,1.3175900311979964,1.3175900311979964
1644,1664,P405,lab,breathing,4,0.9079526888955538,2019-10-09 12:14:00,0.5874091460924699,1.0,1.439008,0.668876,0,1.5346276604054232,1.5
1645,1665,P405,lab,breathing,5,0.9079526888955538,2019-10-09 12:15:00,0.2720568204679146,1.0,1.439008,0.668876,0,1.4086671116858582,1.4086671116858582
1646,1666,P405,lab,standing,1,0.6809645166716652,2019-10-09 12:17:00,0.4203548235881814,1.8,1.439008,0.670602,0,1.46790148647618,1.46790148647618
1647,1667,P405,lab,standing,2,0.6809645166716652,2019-10-09 12:18:00,3.3818957758299906,1.8,1.439008,0.6957262586952156,0,2.650823865948221,1.5
1648,1668,P405,lab,standing,3,0.6809645166716652,2019-10-09 12:19:00,0.5321073669377606,1.8,1.442188,0.704625455995861,0,1.5125385813612158,1.5
1649,1669,P405,lab,standing,4,0.6809645166716652,2019-10-09 12:20:00,0.4005149553913673,1.8,1.439008,0.671465,0,1.4599768876020631,1.4599768876020631
1650,1670,P405,lab,standing,5,0.6809645166716652,2019-10-09 12:21:00,5.275869284189687,1.8,1.439008,0.6773755642829501,0,3.4073299164453186,1.5
1651,1671,P405,lab,breathing,1,1.021446775007498,2019-10-09 12:23:00,1.6686197379689658,1.0,1.439008,0.709437,0,1.966493444697468,1.5
1652,1672,P405,lab,breathing,2,1.021446775007498,2019-10-09 12:24:00,3.2558914702862656,1.0,1.439008,0.668876,0,2.6004942181935027,1.5
1653,1673,P405,lab,breathing,3,1.021446775007498,2019-10-09 12:25:00,1.4368320969364985,1.0,1.439008,0.668876,0,1.873910970815152,1.5
1654,1674,P405,lab,breathing,4,1.021446775007498,2019-10-09 12:26:00,2.480147290240944,1.0,1.439008,0.668876,0,2.29064027184636,1.5
